ADRESSEID;TYPE;KOMMUNENR;ADRESSEKODE;ADRESSENAVN;KORTADRESSENAVN;NR;BOKSTAV;GARDSNR;BRUKSNR;FESTENR;SEKSJONSNR;UNDERNR;KORTADRESSETILLEGGSNAVN;TILLEGGSNAVNKILDEKODE;TILLEGGSNAVNKILDENAVN;KOORDINATSYSTEMKODE;NORD;OST;GRUNNKRETSNR;GRUNNKRETSNAVN;KIRKESOGNNR;KIRKESOGNNAVN;TETTSTEDNR;TETTSTEDNAVN;VALGKRETSNR;VALGKRETSNAVN;POSTNUMMER;POSTNUMMEROMRADE
292203801;Vegadresse;2111;1234;Vei 234;Vei 234;31;;22;242;0;0;;;;;23;8682982.0;515084.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203806;Vegadresse;2111;1236;Vei 236;Vei 236;19;;22;86;0;0;;;;;23;8683045.0;515004.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203807;Vegadresse;2111;1236;Vei 236;Vei 236;17;;22;85;0;0;;;;;23;8683047.0;514993.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203804;Vegadresse;2111;1234;Vei 234;Vei 234;25;;22;202;0;0;;;;;23;8683000.0;515025.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203805;Vegadresse;2111;1234;Vei 234;Vei 234;23;;22;201;0;0;;;;;23;8683003.0;515012.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203794;Vegadresse;2111;1236;Vei 236;Vei 236;35;;22;303;0;0;;;;;23;8682996.0;515141.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203795;Vegadresse;2111;1236;Vei 236;Vei 236;37;;22;170;0;0;;;;;23;8682992.0;515151.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203792;Vegadresse;2111;1236;Vei 236;Vei 236;29;;22;167;0;0;;;;;23;8683009.0;515111.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203793;Vegadresse;2111;1236;Vei 236;Vei 236;33;;22;169;0;0;;;;;23;8683001.0;515131.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203798;Vegadresse;2111;1236;Vei 236;Vei 236;23;;22;301;0;0;;;;;23;8683022.0;515081.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203799;Vegadresse;2111;1236;Vei 236;Vei 236;21;;22;284;0;0;;;;;23;8683027.0;515071.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203796;Vegadresse;2111;1236;Vei 236;Vei 236;27;;22;302;0;0;;;;;23;8683014.0;515101.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203797;Vegadresse;2111;1236;Vei 236;Vei 236;25;;22;166;0;0;;;;;23;8683018.0;515091.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204010;Vegadresse;2111;1232;Vei 232;Vei 232;49;B;22;391;0;0;;;;;23;8682846.0;515371.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204008;Vegadresse;2111;1223;Vei 223;Vei 223;5;B;22;517;0;0;;;;;23;8682714.0;514452.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204009;Vegadresse;2111;1232;Vei 232;Vei 232;49;A;22;391;0;0;;;;;23;8682851.0;515364.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204002;Vegadresse;2111;1232;Vei 232;Vei 232;536;;22;503;0;0;;;;;23;8682736.0;515114.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204003;Vegadresse;2111;1612;Vei 612;Vei 612;1;B;22;450;0;0;;;;;23;8683726.0;514040.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204000;Vegadresse;2111;1232;Vei 232;Vei 232;532;;22;503;0;0;;;;;23;8682738.0;515097.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204001;Vegadresse;2111;1232;Vei 232;Vei 232;534;;22;503;0;0;;;;;23;8682738.0;515102.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204006;Vegadresse;2111;1401;Vei 401;Vei 401;9;;22;520;0;0;;;;;23;8683529.0;514850.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204007;Vegadresse;2111;1223;Vei 223;Vei 223;5;A;22;245;0;0;;;;;23;8682703.0;514484.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204004;Vegadresse;2111;1612;Vei 612;Vei 612;1;A;22;276;0;0;;;;;23;8683715.0;514076.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204005;Vegadresse;2111;1232;Vei 232;Vei 232;520;;22;504;0;0;;;;;23;8682767.0;515025.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203978;Vegadresse;2111;1232;Vei 232;Vei 232;506;;22;512;0;0;;;;;23;8682782.0;515099.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203979;Vegadresse;2111;1232;Vei 232;Vei 232;508;;22;511;0;0;;;;;23;8682780.0;515091.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203976;Vegadresse;2111;1232;Vei 232;Vei 232;502;;22;514;0;0;;;;;23;8682785.0;515116.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203977;Vegadresse;2111;1232;Vei 232;Vei 232;504;;22;513;0;0;;;;;23;8682783.0;515108.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203982;Vegadresse;2111;1232;Vei 232;Vei 232;514;;22;507;0;0;;;;;23;8682773.0;515053.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203983;Vegadresse;2111;1232;Vei 232;Vei 232;516;;22;506;0;0;;;;;23;8682771.0;515045.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203980;Vegadresse;2111;1232;Vei 232;Vei 232;510;;22;510;0;0;;;;;23;8682778.0;515081.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203981;Vegadresse;2111;1232;Vei 232;Vei 232;512;;22;509;0;0;;;;;23;8682776.0;515072.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203970;Vegadresse;2111;1606;Vei 606;Vei 606;12;;22;466;0;0;;;;;23;8683538.0;514607.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203971;Vegadresse;2111;1606;Vei 606;Vei 606;14;;22;466;0;0;;;;;23;8683537.0;514612.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203968;Vegadresse;2111;1606;Vei 606;Vei 606;8;;22;466;0;0;;;;;23;8683540.0;514597.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203969;Vegadresse;2111;1606;Vei 606;Vei 606;10;;22;466;0;0;;;;;23;8683539.0;514602.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203974;Vegadresse;2111;1606;Vei 606;Vei 606;20;;22;466;0;0;;;;;23;8683534.0;514626.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203975;Vegadresse;2111;1232;Vei 232;Vei 232;507;;22;475;0;0;;;;;23;8682785.0;515168.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203972;Vegadresse;2111;1606;Vei 606;Vei 606;16;;22;466;0;0;;;;;23;8683536.0;514616.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203973;Vegadresse;2111;1606;Vei 606;Vei 606;18;;22;466;0;0;;;;;23;8683535.0;514621.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203994;Vegadresse;2111;1232;Vei 232;Vei 232;538;;22;474;0;0;;;;;23;8682731.0;515132.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203995;Vegadresse;2111;1232;Vei 232;Vei 232;522;;22;503;0;0;;;;;23;8682741.0;515071.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203992;Vegadresse;2111;1232;Vei 232;Vei 232;542;;22;473;0;0;;;;;23;8682730.0;515151.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203993;Vegadresse;2111;1232;Vei 232;Vei 232;540;;22;474;0;0;;;;;23;8682732.0;515141.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203998;Vegadresse;2111;1232;Vei 232;Vei 232;528;;22;503;0;0;;;;;23;8682740.0;515087.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203999;Vegadresse;2111;1232;Vei 232;Vei 232;530;;22;503;0;0;;;;;23;8682739.0;515092.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203996;Vegadresse;2111;1232;Vei 232;Vei 232;524;;22;503;0;0;;;;;23;8682741.0;515077.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203997;Vegadresse;2111;1232;Vei 232;Vei 232;526;;22;503;0;0;;;;;23;8682740.0;515081.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203986;Vegadresse;2111;1604;Vei 604;Vei 604;1;A;22;459;0;0;;;;;23;8683448.0;514616.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203987;Vegadresse;2111;1608;Vei 608;Vei 608;1;B;22;428;0;0;;;;;23;8683583.0;514474.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203984;Vegadresse;2111;1232;Vei 232;Vei 232;518;;22;505;0;0;;;;;23;8682769.0;515035.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203985;Vegadresse;2111;1604;Vei 604;Vei 604;1;B;22;258;0;0;;;;;23;8683457.0;514593.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203991;Vegadresse;2111;1603;Vei 603;Vei 603;14;;22;358;0;0;;;;;23;8683252.0;514453.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203988;Vegadresse;2111;1608;Vei 608;Vei 608;1;A;22;492;0;0;;;;;23;8683549.0;514425.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203989;Vegadresse;2111;1223;Vei 223;Vei 223;1;;22;333;0;0;;;;;23;8682653.0;514441.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203946;Vegadresse;2111;1234;Vei 234;Vei 234;19;B;22;73;0;0;;;;;23;8683010.0;514985.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203947;Vegadresse;2111;1101;Vei 101;Vei 101;1;C;22;453;0;0;;;;;23;8681183.0;513589.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203944;Vegadresse;2111;1232;Vei 232;Vei 232;27;;22;239;0;0;;;;;23;8682928.0;515111.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203945;Vegadresse;2111;1232;Vei 232;Vei 232;31;;22;80;0;0;;;;;23;8682926.0;515124.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203950;Vegadresse;2111;1605;Vei 605;Vei 605;1;;22;454;0;0;;;;;23;8683442.9;514502.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203951;Vegadresse;2111;1401;Vei 401;Vei 401;18;A;22;278;0;0;;;;;23;8683391.0;514889.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203948;Vegadresse;2111;1217;Vei 217;Vei 217;2;;22;426;0;0;;;;;23;8682436.0;514242.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203949;Vegadresse;2111;6064;Vei 6064;Vei 6064;23;;22;411;0;0;;;;;23;8683652.0;514662.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203938;Vegadresse;2111;1620;Vei 620;Vei 620;13;;22;527;0;0;;;;;23;8686380.0;509244.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203939;Vegadresse;2111;1620;Vei 620;Vei 620;15;;22;527;0;0;;;;;23;8685351.0;507995.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203936;Vegadresse;2111;1619;Vei 619;Vei 619;2;;22;495;0;0;;;;;23;8685966.0;511158.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203937;Vegadresse;2111;1212;Vei 212;Vei 212;4;;22;106;0;0;;;;;23;8682051.0;514233.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203942;Vegadresse;2111;1216;Vei 216;Vei 216;5;;22;162;0;0;;;;;23;8682178.0;514203.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203943;Vegadresse;2111;1232;Vei 232;Vei 232;23;;22;79;0;0;;;;;23;8682929.0;515098.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203940;Vegadresse;2111;1701;Vei 701;Vei 701;1;;22;579;0;0;;;;;23;8683962.0;509000.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203941;Vegadresse;2111;1706;Vei 706;Vei 706;1;;22;499;0;0;;;;;23;8684954.0;510150.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203962;Vegadresse;2111;1604;Vei 604;Vei 604;7;;22;464;0;0;;;;;23;8683497.0;514600.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203963;Vegadresse;2111;1604;Vei 604;Vei 604;9;B;22;463;0;0;;;;;23;8683476.5;514632.2;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203960;Vegadresse;2111;1232;Vei 232;Vei 232;525;;22;484;0;0;;;;;23;8682740.0;515214.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203961;Vegadresse;2111;1604;Vei 604;Vei 604;5;;22;486;0;0;;;;;23;8683480.0;514569.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203966;Vegadresse;2111;1606;Vei 606;Vei 606;4;;22;465;0;0;;;;;23;8683529.0;514592.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203967;Vegadresse;2111;1606;Vei 606;Vei 606;6;;22;466;0;0;;;;;23;8683541.0;514592.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203964;Vegadresse;2111;1604;Vei 604;Vei 604;11;;22;462;0;0;;;;;23;8683517.0;514654.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203965;Vegadresse;2111;1604;Vei 604;Vei 604;13;;22;461;0;0;;;;;23;8683545.0;514659.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203954;Vegadresse;2111;1232;Vei 232;Vei 232;513;;22;478;0;0;;;;;23;8682777.0;515213.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203955;Vegadresse;2111;1232;Vei 232;Vei 232;515;;22;479;0;0;;;;;23;8682775.0;515223.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203952;Vegadresse;2111;1232;Vei 232;Vei 232;509;;22;476;0;0;;;;;23;8682783.0;515186.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203953;Vegadresse;2111;1232;Vei 232;Vei 232;511;;22;477;0;0;;;;;23;8682781.0;515196.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203958;Vegadresse;2111;1232;Vei 232;Vei 232;521;;22;482;0;0;;;;;23;8682759.0;515267.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203959;Vegadresse;2111;1232;Vei 232;Vei 232;523;;22;483;0;0;;;;;23;8682758.0;515281.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203956;Vegadresse;2111;1232;Vei 232;Vei 232;517;;22;480;0;0;;;;;23;8682769.0;515240.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203957;Vegadresse;2111;1232;Vei 232;Vei 232;519;;22;481;0;0;;;;;23;8682766.0;515249.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203914;Vegadresse;2111;1311;Vei 311;Vei 311;2;;22;580;0;0;;;;;23;8683589.1;514217.6;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203915;Vegadresse;2111;1101;Vei 101;Vei 101;1;A;22;669;0;0;;;;;23;8681252.0;513641.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203912;Vegadresse;2111;1311;Vei 311;Vei 311;3;;22;311;0;0;;;;;23;8683570.0;514118.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203913;Vegadresse;2111;1311;Vei 311;Vei 311;1;;22;260;0;0;;;;;23;8683542.0;514169.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203918;Vegadresse;2111;1308;Vei 308;Vei 308;1;;22;243;0;0;;;;;23;8683524.0;514320.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203919;Vegadresse;2111;1308;Vei 308;Vei 308;10;;22;566;0;0;;;;;23;8683429.0;514367.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203916;Vegadresse;2111;1607;Vei 607;Vei 607;1;;22;243;0;0;;;;;23;8683500.0;514356.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203917;Vegadresse;2111;1308;Vei 308;Vei 308;2;;22;532;0;0;;;;;23;8683515.0;514282.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203906;Vegadresse;2111;1214;Vei 214;Vei 214;3;;22;296;0;0;;;;;23;8682136.0;514191.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203907;Vegadresse;2111;1214;Vei 214;Vei 214;1;;22;296;0;0;;;;;23;8682136.0;514174.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203904;Vegadresse;2111;1218;Vei 218;Vei 218;1;;22;164;0;0;;;;;23;8682219.0;514174.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203905;Vegadresse;2111;1216;Vei 216;Vei 216;7;;22;162;0;0;;;;;23;8682178.0;514218.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203910;Vegadresse;2111;1614;Vei 614;Vei 614;3;;22;611;0;0;;;;;23;8683996.0;513605.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203911;Vegadresse;2111;1609;Vei 609;Vei 609;1;;22;311;0;0;;;;;23;8683615.0;514066.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203908;Vegadresse;2111;1412;Vei 412;Vei 412;1;;22;135;0;0;;;;;23;8682719.0;515931.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203909;Vegadresse;2111;1612;Vei 612;Vei 612;3;;22;275;0;0;;;;;23;8683736.0;513986.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203930;Vegadresse;2111;1601;Vei 601;Vei 601;6;;22;417;0;0;;;;;23;8683355.0;514532.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203931;Vegadresse;2111;1601;Vei 601;Vei 601;8;;22;457;0;0;;;;;23;8683343.0;514510.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203928;Vegadresse;2111;1601;Vei 601;Vei 601;4;;22;455;0;0;;;;;23;8683389.0;514542.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203929;Vegadresse;2111;1603;Vei 603;Vei 603;3;;22;455;0;0;;;;;23;8683372.0;514539.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203934;Vegadresse;2111;1601;Vei 601;Vei 601;1;;22;410;0;0;;;;;23;8683213.0;514473.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203935;Vegadresse;2111;1401;Vei 401;Vei 401;40;;22;257;0;0;;;;;23;8683379.0;515048.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203932;Vegadresse;2111;1601;Vei 601;Vei 601;10;;22;471;0;0;;;;;23;8683310.0;514488.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203933;Vegadresse;2111;1601;Vei 601;Vei 601;18;;22;456;0;0;;;;;23;8683301.0;514430.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203922;Vegadresse;2111;1605;Vei 605;Vei 605;2;;22;432;0;0;;;;;23;8683470.0;514426.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203923;Vegadresse;2111;1605;Vei 605;Vei 605;4;;22;432;0;0;;;;;23;8683414.0;514406.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203920;Vegadresse;2111;1308;Vei 308;Vei 308;8;;22;565;0;0;;;;;23;8683442.0;514349.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203921;Vegadresse;2111;1308;Vei 308;Vei 308;4;;22;427;0;0;;;;;23;8683480.0;514296.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203926;Vegadresse;2111;1605;Vei 605;Vei 605;13;;22;494;0;0;;;;;23;8683372.0;514463.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203927;Vegadresse;2111;1605;Vei 605;Vei 605;15;;22;436;0;0;;;;;23;8683352.0;514454.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203924;Vegadresse;2111;1605;Vei 605;Vei 605;3;;22;493;0;0;;;;;23;8683421.0;514493.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203925;Vegadresse;2111;1605;Vei 605;Vei 605;11;;22;489;0;0;;;;;23;8683391.0;514470.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
384213982;Vegadresse;2111;1212;Vei 212;Vei 212;43;;22;636;0;0;;;;;23;8682276.1;514137.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
384213980;Vegadresse;2111;1212;Vei 212;Vei 212;39;;22;636;0;0;;;;;23;8682263.4;514131.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
384213981;Vegadresse;2111;1212;Vei 212;Vei 212;41;;22;636;0;0;;;;;23;8682269.5;514134.7;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
384213979;Vegadresse;2111;1212;Vei 212;Vei 212;37;;22;636;0;0;;;;;23;8682257.1;514129.4;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
332191400;Vegadresse;2111;1232;Vei 232;Vei 232;35;B;22;98;0;0;;;;;23;8682922.3;515157.3;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
501565589;Vegadresse;2111;1505;Vei 505;Vei 505;13;;22;584;0;0;;;;;23;8682643.1;514330.5;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
564120602;Vegadresse;2111;1232;Vei 232;Vei 232;567;;22;556;0;0;;;;;23;8682712.3;515264.5;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
361586699;Vegadresse;2111;1223;Vei 223;Vei 223;3;;22;620;0;0;;;;;23;8682679.7;514432.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203770;Vegadresse;2111;1238;Vei 238;Vei 238;22;;22;295;0;0;;;;;23;8683080.0;515021.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203771;Vegadresse;2111;1238;Vei 238;Vei 238;20;;22;295;0;0;;;;;23;8683082.0;515013.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203768;Vegadresse;2111;1230;Vei 230;Vei 230;13;;22;226;0;0;;;;;23;8682849.0;514753.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203769;Vegadresse;2111;1238;Vei 238;Vei 238;24;;22;295;0;0;;;;;23;8683078.0;515028.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203774;Vegadresse;2111;1238;Vei 238;Vei 238;14;;22;119;0;0;;;;;23;8683094.0;514972.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203775;Vegadresse;2111;1238;Vei 238;Vei 238;12;;22;116;0;0;;;;;23;8683096.0;514964.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203772;Vegadresse;2111;1238;Vei 238;Vei 238;18;;22;295;0;0;;;;;23;8683084.0;515007.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
