ADRESSEID;TYPE;KOMMUNENR;ADRESSEKODE;ADRESSENAVN;KORTADRESSENAVN;NR;BOKSTAV;GARDSNR;BRUKSNR;FESTENR;SEKSJONSNR;UNDERNR;KORTADRESSETILLEGGSNAVN;TILLEGGSNAVNKILDEKODE;TILLEGGSNAVNKILDENAVN;KOORDINATSYSTEMKODE;NORD;OST;GRUNNKRETSNR;GRUNNKRETSNAVN;KIRKESOGNNR;KIRKESOGNNAVN;TETTSTEDNR;TETTSTEDNAVN;VALGKRETSNR;VALGKRETSNAVN;POSTNUMMER;POSTNUMMEROMRADE
292203267;Vegadresse;2111;6064;Vei 6064;Vei 6064;19;;22;373;0;0;;;;;23;8683646.0;514640.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203264;Vegadresse;2111;1608;Vei 608;Vei 608;7;;22;422;0;0;;;;;23;8683541.0;514567.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203265;Vegadresse;2111;1608;Vei 608;Vei 608;5;;22;332;0;0;;;;;23;8683546.0;514553.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203270;Vegadresse;2111;6064;Vei 6064;Vei 6064;13;;22;376;0;0;;;;;23;8683636.0;514614.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203271;Vegadresse;2111;6064;Vei 6064;Vei 6064;11;B;22;377;0;0;;;;;23;8683635.0;514608.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203268;Vegadresse;2111;6064;Vei 6064;Vei 6064;17;;22;374;0;0;;;;;23;8683640.0;514629.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203269;Vegadresse;2111;6064;Vei 6064;Vei 6064;15;;22;375;0;0;;;;;23;8683639.0;514621.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203290;Vegadresse;2111;6063;Vei 6063;Vei 6063;18;B;22;648;0;0;;;;;23;8683606.8;514500.3;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203291;Vegadresse;2111;6063;Vei 6063;Vei 6063;20;;22;385;0;0;;;;;23;8683607.0;514491.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203288;Vegadresse;2111;6063;Vei 6063;Vei 6063;16;A;22;386;0;0;;;;;23;8683606.2;514515.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203289;Vegadresse;2111;6063;Vei 6063;Vei 6063;16;B;22;646;0;0;;;;;23;8683606.4;514510.3;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203294;Vegadresse;2111;6064;Vei 6064;Vei 6064;4;A;22;364;0;0;;;;;23;8683612.0;514633.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203295;Vegadresse;2111;6062;Vei 6062;Vei 6062;3;B;22;363;0;0;;;;;23;8683605.0;514640.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203292;Vegadresse;2111;6063;Vei 6063;Vei 6063;22;;22;384;0;0;;;;;23;8683605.0;514483.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203293;Vegadresse;2111;6064;Vei 6064;Vei 6064;4;B;22;365;0;0;;;;;23;8683613.0;514638.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203282;Vegadresse;2111;6063;Vei 6063;Vei 6063;4;B;22;396;0;0;;;;;23;8683618.0;514551.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203283;Vegadresse;2111;6063;Vei 6063;Vei 6063;6;;22;395;0;0;;;;;23;8683614.0;514541.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203280;Vegadresse;2111;6063;Vei 6063;Vei 6063;2;B;22;398;0;0;;;;;23;8683621.0;514560.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203281;Vegadresse;2111;6063;Vei 6063;Vei 6063;4;A;22;397;0;0;;;;;23;8683619.0;514555.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203286;Vegadresse;2111;6063;Vei 6063;Vei 6063;12;;22;390;0;0;;;;;23;8683607.0;514526.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203287;Vegadresse;2111;6063;Vei 6063;Vei 6063;14;;22;390;0;0;;;;;23;8683608.0;514520.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203284;Vegadresse;2111;6063;Vei 6063;Vei 6063;8;;22;394;0;0;;;;;23;8683615.0;514537.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203285;Vegadresse;2111;6063;Vei 6063;Vei 6063;10;;22;393;0;0;;;;;23;8683616.0;514532.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203498;Vegadresse;2111;1230;Vei 230;Vei 230;15;;22;227;0;0;;;;;23;8682758.0;514735.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203499;Vegadresse;2111;1230;Vei 230;Vei 230;28;;22;219;0;0;;;;;23;8682674.0;514680.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203496;Vegadresse;2111;1230;Vei 230;Vei 230;35;;22;30;0;0;;;;;23;8682773.0;514816.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203497;Vegadresse;2111;1230;Vei 230;Vei 230;37;;22;30;0;0;;;;;23;8682784.0;514825.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203502;Vegadresse;2111;1230;Vei 230;Vei 230;22;;22;216;0;0;;;;;23;8682696.0;514716.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203503;Vegadresse;2111;1230;Vei 230;Vei 230;20;;22;215;0;0;;;;;23;8682703.0;514727.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203500;Vegadresse;2111;1230;Vei 230;Vei 230;26;;22;218;0;0;;;;;23;8682681.0;514691.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
578926599;Vegadresse;2111;1605;Vei 605;Vei 605;6;;22;675;0;0;;;;;23;8683384.4;514387.4;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203501;Vegadresse;2111;1230;Vei 230;Vei 230;24;;22;217;0;0;;;;;23;8682687.0;514703.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203490;Vegadresse;2111;1230;Vei 230;Vei 230;32;;22;54;0;0;;;;;23;8682663.0;514739.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
578926601;Vegadresse;2111;1223;Vei 223;Vei 223;2;;22;642;0;0;;;;;23;8682636.2;514476.7;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203491;Vegadresse;2111;1230;Vei 230;Vei 230;30;;22;52;0;0;;;;;23;8682671.0;514752.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203488;Vegadresse;2111;1230;Vei 230;Vei 230;36;;22;56;0;0;;;;;23;8682647.0;514712.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203489;Vegadresse;2111;1230;Vei 230;Vei 230;34;;22;55;0;0;;;;;23;8682656.0;514727.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203494;Vegadresse;2111;1230;Vei 230;Vei 230;31;;22;30;0;0;;;;;23;8682749.0;514798.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203495;Vegadresse;2111;1230;Vei 230;Vei 230;33;;22;30;0;0;;;;;23;8682761.0;514807.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203492;Vegadresse;2111;1230;Vei 230;Vei 230;39;;22;30;0;0;;;;;23;8682798.0;514836.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203493;Vegadresse;2111;1230;Vei 230;Vei 230;29;;22;30;0;0;;;;;23;8682737.0;514789.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203506;Vegadresse;2111;1230;Vei 230;Vei 230;25;;22;232;0;0;;;;;23;8682818.0;514781.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203507;Vegadresse;2111;1230;Vei 230;Vei 230;17;;22;228;0;0;;;;;23;8682770.0;514744.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203504;Vegadresse;2111;1230;Vei 230;Vei 230;18;;22;214;0;0;;;;;23;8682709.0;514738.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203505;Vegadresse;2111;1230;Vei 230;Vei 230;16;;22;213;0;0;;;;;23;8682715.0;514750.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
515462178;Vegadresse;2111;1236;Vei 236;Vei 236;57;;22;654;0;0;;;;;23;8682933.4;515278.2;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203510;Vegadresse;2111;1230;Vei 230;Vei 230;23;;22;231;0;0;;;;;23;8682806.0;514772.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203508;Vegadresse;2111;1230;Vei 230;Vei 230;19;;22;230;0;0;;;;;23;8682782.0;514753.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203509;Vegadresse;2111;1230;Vei 230;Vei 230;21;;22;229;0;0;;;;;23;8682793.0;514762.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203466;Vegadresse;2111;1226;Vei 226;Vei 226;31;;22;5;0;0;;;;;23;8682490.0;514538.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203467;Vegadresse;2111;1226;Vei 226;Vei 226;33;;22;6;0;0;;;;;23;8682499.0;514550.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203464;Vegadresse;2111;1226;Vei 226;Vei 226;35;;22;38;0;0;;;;;23;8682517.0;514578.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203465;Vegadresse;2111;1226;Vei 226;Vei 226;37;;22;95;0;0;;;;;23;8682525.0;514591.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203470;Vegadresse;2111;1236;Vei 236;Vei 236;1;;22;92;0;0;;;;;23;8683088.0;514886.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203471;Vegadresse;2111;1228;Vei 228;Vei 228;12;;22;199;0;0;;;;;23;8682565.0;514605.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203468;Vegadresse;2111;1228;Vei 228;Vei 228;2;;22;8;0;0;;;;;23;8682585.0;514543.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203469;Vegadresse;2111;1236;Vei 236;Vei 236;3;;22;420;0;0;;;;;23;8683082.0;514898.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203458;Vegadresse;2111;1226;Vei 226;Vei 226;17;;22;236;0;0;;;;;23;8682504.0;514464.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203459;Vegadresse;2111;1226;Vei 226;Vei 226;15;;22;26;0;0;;;;;23;8682496.0;514451.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203456;Vegadresse;2111;1226;Vei 226;Vei 226;12;;22;3;0;0;;;;;23;8682439.0;514493.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203457;Vegadresse;2111;1226;Vei 226;Vei 226;10;;22;4;0;0;;;;;23;8682448.0;514505.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203462;Vegadresse;2111;1226;Vei 226;Vei 226;29;;22;28;0;0;;;;;23;8682523.0;514527.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203463;Vegadresse;2111;1226;Vei 226;Vei 226;27;;22;34;0;0;;;;;23;8682516.0;514512.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203460;Vegadresse;2111;1226;Vei 226;Vei 226;21;;22;238;0;0;;;;;23;8682535.0;514491.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203461;Vegadresse;2111;1226;Vei 226;Vei 226;19;;22;237;0;0;;;;;23;8682528.0;514477.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203482;Vegadresse;2111;1221;Vei 221;Vei 221;6;;22;62;0;0;;;;;23;8682585.0;514414.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203483;Vegadresse;2111;1221;Vei 221;Vei 221;4;;22;60;0;0;;;;;23;8682594.0;514426.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203480;Vegadresse;2111;1221;Vei 221;Vei 221;22;;22;63;0;0;;;;;23;8682610.0;514388.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203481;Vegadresse;2111;1221;Vei 221;Vei 221;20;;22;64;0;0;;;;;23;8682619.0;514399.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203486;Vegadresse;2111;1221;Vei 221;Vei 221;30;;22;186;0;0;;;;;23;8682543.0;514333.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203487;Vegadresse;2111;1221;Vei 221;Vei 221;28;;22;187;0;0;;;;;23;8682555.0;514342.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203484;Vegadresse;2111;1221;Vei 221;Vei 221;2;;22;58;0;0;;;;;23;8682604.0;514437.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203485;Vegadresse;2111;1221;Vei 221;Vei 221;32;;22;185;0;0;;;;;23;8682533.0;514321.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203474;Vegadresse;2111;1228;Vei 228;Vei 228;6;;22;196;0;0;;;;;23;8682575.0;514620.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203475;Vegadresse;2111;1228;Vei 228;Vei 228;8;;22;197;0;0;;;;;23;8682572.0;514614.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203472;Vegadresse;2111;1228;Vei 228;Vei 228;14;;22;200;0;0;;;;;23;8682562.0;514599.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203473;Vegadresse;2111;1228;Vei 228;Vei 228;16;;22;96;0;0;;;;;23;8682560.0;514594.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203478;Vegadresse;2111;1221;Vei 221;Vei 221;8;;22;61;0;0;;;;;23;8682575.0;514401.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203479;Vegadresse;2111;1221;Vei 221;Vei 221;24;;22;65;0;0;;;;;23;8682600.0;514375.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203476;Vegadresse;2111;1228;Vei 228;Vei 228;10;;22;198;0;0;;;;;23;8682570.0;514609.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203477;Vegadresse;2111;1221;Vei 221;Vei 221;26;;22;188;0;0;;;;;23;8682565.0;514354.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203434;Vegadresse;2111;1236;Vei 236;Vei 236;5;;22;82;0;0;;;;;23;8683075.0;514916.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203435;Vegadresse;2111;1236;Vei 236;Vei 236;7;;22;82;0;0;;;;;23;8683070.0;514924.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203432;Vegadresse;2111;1236;Vei 236;Vei 236;49;;22;294;0;0;;;;;23;8682962.0;515222.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203433;Vegadresse;2111;1401;Vei 401;Vei 401;47;;22;567;0;0;;;;;23;8683418.0;515096.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203438;Vegadresse;2111;1214;Vei 214;Vei 214;7;;22;184;0;0;;;;;23;8682146.0;514250.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203439;Vegadresse;2111;1220;Vei 220;Vei 220;6;;22;181;0;0;;;;;23;8682207.0;514234.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203436;Vegadresse;2111;1220;Vei 220;Vei 220;8;;22;182;0;0;;;;;23;8682178.0;514248.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203437;Vegadresse;2111;1214;Vei 214;Vei 214;5;;22;183;0;0;;;;;23;8682146.0;514235.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203426;Vegadresse;2111;1232;Vei 232;Vei 232;33;;22;80;0;0;;;;;23;8682924.0;515132.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203427;Vegadresse;2111;1236;Vei 236;Vei 236;39;;22;171;0;0;;;;;23;8682979.0;515174.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203424;Vegadresse;2111;1232;Vei 232;Vei 232;25;;22;79;0;0;;;;;23;8682928.0;515105.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203425;Vegadresse;2111;1232;Vei 232;Vei 232;29;;22;239;0;0;;;;;23;8682927.0;515117.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203430;Vegadresse;2111;1236;Vei 236;Vei 236;45;;22;292;0;0;;;;;23;8682969.0;515203.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203431;Vegadresse;2111;1236;Vei 236;Vei 236;47;;22;293;0;0;;;;;23;8682966.0;515213.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203428;Vegadresse;2111;1236;Vei 236;Vei 236;41;;22;172;0;0;;;;;23;8682976.0;515184.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203429;Vegadresse;2111;1236;Vei 236;Vei 236;43;;22;173;0;0;;;;;23;8682973.0;515193.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203450;Vegadresse;2111;1222;Vei 222;Vei 222;17;;22;32;0;0;;;;;23;8682357.0;514476.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203451;Vegadresse;2111;1222;Vei 222;Vei 222;15;;22;32;0;0;;;;;23;8682345.0;514467.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203448;Vegadresse;2111;1224;Vei 224;Vei 224;10;;22;31;0;0;;;;;23;8682316.0;514385.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203449;Vegadresse;2111;1224;Vei 224;Vei 224;12;;22;31;0;0;;;;;23;8682309.0;514372.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203454;Vegadresse;2111;1226;Vei 226;Vei 226;8;;22;24;0;0;;;;;23;8682436.0;514398.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203455;Vegadresse;2111;1226;Vei 226;Vei 226;6;;22;235;0;0;;;;;23;8682443.0;514411.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203452;Vegadresse;2111;1226;Vei 226;Vei 226;4;;22;234;0;0;;;;;23;8682450.0;514434.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203453;Vegadresse;2111;1226;Vei 226;Vei 226;2;;22;25;0;0;;;;;23;8682457.0;514447.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203442;Vegadresse;2111;1222;Vei 222;Vei 222;9;;22;13;0;0;;;;;23;8682263.0;514378.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203443;Vegadresse;2111;1222;Vei 222;Vei 222;7;;22;12;0;0;;;;;23;8682255.0;514364.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203440;Vegadresse;2111;1220;Vei 220;Vei 220;4;;22;180;0;0;;;;;23;8682206.0;514249.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203441;Vegadresse;2111;1222;Vei 222;Vei 222;11;;22;14;0;0;;;;;23;8682272.0;514391.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203446;Vegadresse;2111;1221;Vei 221;Vei 221;14;;22;70;0;0;;;;;23;8682522.0;514364.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203447;Vegadresse;2111;1221;Vei 221;Vei 221;16;;22;70;0;0;;;;;23;8682510.0;514354.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203444;Vegadresse;2111;1221;Vei 221;Vei 221;10;;22;70;0;0;;;;;23;8682539.0;514378.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203445;Vegadresse;2111;1221;Vei 221;Vei 221;12;;22;70;0;0;;;;;23;8682533.0;514371.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203402;Vegadresse;2111;1238;Vei 238;Vei 238;7;;22;291;0;0;;;;;23;8683152.0;514967.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203403;Vegadresse;2111;1238;Vei 238;Vei 238;5;;22;176;0;0;;;;;23;8683155.0;514960.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203400;Vegadresse;2111;1238;Vei 238;Vei 238;11;;22;115;0;0;;;;;23;8683147.0;514982.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203401;Vegadresse;2111;1238;Vei 238;Vei 238;9;;22;113;0;0;;;;;23;8683150.0;514974.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203406;Vegadresse;2111;1305;Vei 305;Vei 305;4;;22;1;0;0;;;;;23;8683403.0;514046.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203407;Vegadresse;2111;1100;Vei 100;Vei 100;4;;22;449;0;0;;;;;23;8681096.0;513502.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203404;Vegadresse;2111;1238;Vei 238;Vei 238;3;;22;175;0;0;;;;;23;8683157.0;514952.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203405;Vegadresse;2111;1238;Vei 238;Vei 238;1;;22;174;0;0;;;;;23;8683160.0;514945.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203394;Vegadresse;2111;1238;Vei 238;Vei 238;19;A;22;103;0;0;;;;;23;8683126.0;515046.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203395;Vegadresse;2111;1238;Vei 238;Vei 238;17;B;22;100;0;0;;;;;23;8683128.0;515038.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203392;Vegadresse;2111;1307;Vei 307;Vei 307;4;;22;280;0;0;;;;;23;8683241.0;514196.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203393;Vegadresse;2111;1238;Vei 238;Vei 238;19;B;22;104;0;0;;;;;23;8683123.0;515053.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203398;Vegadresse;2111;1238;Vei 238;Vei 238;13;B;22;118;0;0;;;;;23;8683142.0;514997.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203399;Vegadresse;2111;1238;Vei 238;Vei 238;13;A;22;117;0;0;;;;;23;8683145.0;514989.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203396;Vegadresse;2111;1238;Vei 238;Vei 238;17;A;22;101;0;0;;;;;23;8683131.0;515031.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203397;Vegadresse;2111;1238;Vei 238;Vei 238;15;;22;102;0;0;;;;;23;8683134.0;515019.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203418;Vegadresse;2111;1232;Vei 232;Vei 232;11;;22;68;0;0;;;;;23;8682953.0;514928.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203419;Vegadresse;2111;1232;Vei 232;Vei 232;4;;22;59;0;0;;;;;23;8682893.0;514837.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203416;Vegadresse;2111;1232;Vei 232;Vei 232;7;;22;68;0;0;;;;;23;8682957.0;514872.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203417;Vegadresse;2111;1232;Vei 232;Vei 232;9;;22;68;0;0;;;;;23;8682955.0;514900.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
